[CrossWire Beta] *[JapRaguet]  	(1.0)  	- Japanese Raguet-yaku ラゲ訳「我主イエズスキリストの新約聖書」(1910年版)
[CrossWire Beta] *[FreJND]  	(1.19)  	- French John Nelson Darby (1975)
[CrossWire Beta] *[GerLut1912]  	(1.1)  	- German Luther Bibel (1912)
[CrossWire Beta] *[Clarke]  	(1.2)  	- Adam Clarke's Commentary on the Bible
[CrossWire Beta] *[JapMeiji]  	(1.0)  	- Japanese Meiji-yaku 明治元訳「舊約聖書」(1953年版)
[CrossWire Beta] *[Tisch]  	(2.5)  	- Tischendorf's 8th edition GNT
[CrossWire Beta] *[Anderson]  	(0.1)  	- Harry T. Anderson's 1865 New Testament
[CrossWire Beta] *[JapBungo]  	(1.0)  	- Japanese Bungo-yaku/Taisho-kaiyaku 大正改訳「新約聖書」(1950年版)
[CrossWire Beta] *[TSK]  	(1.5)  	- Treasury of Scripture Knowledge
[CrossWire Beta] *[CebPinadayag]  	(1.0.1)  	- Cebuano Pinadayag
[CrossWire Beta] *[CalvinCommentaries]  	(1.0)  	- Calvin's Collected Commentaries
[CrossWire Beta] *[JST]  	(1.2)  	- Joseph Smith Translation
[CrossWire Beta] *[JapKougo]  	(1.1)  	- Japanese Kougo-yaku 口語訳「聖書」(1954/1955年版)
[CrossWire Beta] *[PolUGdanska]  	(1.0)  	- Uwspółcześniona Biblia Gdańska (NT)
[CrossWire Beta] *[KJC]  	(1.3)  	- King James Clarified NT
[CrossWire Wycliffe] *[chz_BL_2003]  	(1.1.1)  	- Hmoohˊ hmëëꜘ heˉ gaꜙjmeeꜘ Jesucristo, Salmos
[CrossWire Wycliffe] *[zsr_BL_1992]  	(1.1.1)  	- Didza' cub rucá'n tsahui'
[CrossWire Wycliffe] *[cso_BL_1986]  	(1.1.1)  	- JÚ¹ CHÚ³² QUIOH²¹ JESÚS TSÁ² LƗ́N³ CRISTO
[CrossWire Wycliffe] *[chd_BL_1991]  	(1.1.1)  	- Lataiqui' loya'aapa iƚe al c'a lixpic'epa ȽanDios
[CrossWire Wycliffe] *[zpq_BL_1987]  	(1.1.1)  	- DIŽA' GÜEN C̱HE X̱ANCHO JESUCRISTO
[CrossWire Wycliffe] *[cnt_BL_1994]  	(1.1.1)  	- Jág₁ 'Mɨ́₂ a₂ma₂lɨ'₅₄ quian'₅₄ Diú₄
[CrossWire Wycliffe] *[zpu_BL_2000]  	(1.1.1)  	- Di'll dan' nsa'a yel nban
[CrossWire Wycliffe] *[zpo_BL_2002]  	(1.1.1)  	- Wdizh kwaan nyaadno yalnaban
[CrossWire Wycliffe] *[mxq_BL_2004]  	(1.1.1)  	- Ja Jembyʉ Kajxy'átypyʉ Mʉdʉ Jesukristʉkyʉjxm
[CrossWire Wycliffe] *[usp_WBTI_1999]  	(1.1.1)  	- LOKˈLAJ JYOLJ KAKAJ DIOS
[CrossWire Wycliffe] *[dug_WBTI_1999]  	(1.1.1)  	- Lagano Iphya
[CrossWire Wycliffe] *[cco_BL_2002]  	(1.1.1)  	- Júuˆ ˈmɨ́ɨˉ e cacuøˊ Fidiéeˇ
[CrossWire Wycliffe] *[miz_BL_2003]  	(1.1.1)  	- Tū'ún Xuva ko
[CrossWire Wycliffe] *[mks_BL_1999]  	(1.1.1)  	- Tu̱hun Sa̱á Ña̱ Na̱jándacoo Jesucristo Nu̱ Yo̱
[CrossWire Wycliffe] *[lac_BL_1978]  	(1.1.1)  	- A QUET U T'ɅNO' A RIC'BENO'
[CrossWire Wycliffe] *[xtd_BL_2001]  	(1.1.1)  	- TNU'U VA'A TNU'U JESUCRISTU
[CrossWire Wycliffe] *[zty_BL_2002]  	(1.1.1)  	- DIŽA' CHAWE' KUB LEN SALMO KA'
[CrossWire Wycliffe] *[amu_BL_1999]  	(1.1.1)  	- Ñ'oom Xco na Tqueⁿ Ty'o̱o̱ts'om
[CrossWire Wycliffe] *[kek_WBTI_2000]  	(1.1.1)  	- Li Acˈ Chakˈrab
[CrossWire Wycliffe] *[tzz_BL_1987]  	(1.2.1)  	- SC'OP RIOX
[CrossWire Wycliffe] *[qut_WBTI_1997]  	(1.2.1)  	- RU LOKˈ PIXAB RI DIOS
[CrossWire Wycliffe] *[jac_WBTI_1997]  	(1.1.1)  	- NUEVO TESTAMENTO YIN̈ ABXUBAL
[CrossWire Wycliffe] *[ttc_WBTI_2003]  	(1.1.1)  	- Te Akˈaˈj Tuˈjal Tuj Tuˈjal Qtata Dios
[CrossWire Wycliffe] *[mvc_WBTI_2002]  	(1.2.1)  	- Akˈaj Tuˈjil Tyol qMan
[CrossWire Wycliffe] *[jvn_BL_1999]  	(1.1.1)  	- Kitab Sutyi Prejanjian Anyar
[CrossWire Wycliffe] *[zab_BL_1995]  	(1.1.1)  	- Xtiidx Dios Cun Ditsa
[CrossWire Wycliffe] *[otq_BL_2003]  	(1.1.1)  	- Ár 'Ra'yo Nkohi Jö
[CrossWire Wycliffe] *[ctp_BL_1992]  	(1.1.1)  	- Cha' Su'we Nu Nchkwi' Cha' 'In Jesucristo Nu Nka X'naan
[CrossWire Wycliffe] *[mir_BL_1988]  	(1.1.1)  	- El Nuevo Testamento en Mixe de Guichicovi
[CrossWire Wycliffe] *[ngu_BL_1987]  	(1.1.1)  	- In yencuic iyectlajtoltzin Dios
[CrossWire Wycliffe] *[ncl_BL_1998]  	(1.1.1)  	- Ilajtulisli Yancuic toTata Jesucristo
[CrossWire Wycliffe] *[nhy_BL_2006]  	(1.1.1)  	- ITLAJTOL TOTAJTZIN DIOS
[CrossWire Wycliffe] *[huv_BL_1996]  	(1.1.1)  	- Jayats Nanderac wüx Miteatiiüts Jesucristo
[CrossWire Wycliffe] *[zpv_BL_1990]  	(1.1.1)  	- XCHIʼDXYI CUUBI DXIOHS NIN BIEʼGALUUʼYI DAADA JESUCRISTU
[CrossWire Wycliffe] *[mvj_WBTI_2000]  	(1.2.1)  	- Acˈaj Testamento
[CrossWire Wycliffe] *[ixl_WBTI_2001]  	(1.1.1)  	- VIAKˈLA TXUMBˈAL U TIOXH
[CrossWire Wycliffe] *[cnl_BL_1994]  	(1.1.1)  	- Júu² ʼmɨɨn³² ʼe³ ca²³ŋɨ́n² Dios
[CrossWire Wycliffe] *[chq_BL_1983]  	(1.1.1)  	- Júu³ tyʉ́² 'e gafaa'²¹ Dios tya' tsá²
[CrossWire Wycliffe] *[cti_BL_1976]  	(1.2.1)  	- JINI WEN BɅ T'AN
[CrossWire Wycliffe] *[mxt_BL_1983]  	(1.1.1)  	- Tuhun Cha Sañahá Ra Jesucristo Chi Yo
[CrossWire Wycliffe] *[zaw_BL_2006]  	(1.1.1)  	- XTIDXCOOB DIOS NI BIÄDNÄ DAD JESUCRIST
[CrossWire Wycliffe] *[ckw_WBTI_1996]  	(1.2.1)  	- Ri Cˈacˈacˈ Testamento pa Kachˈabel
[CrossWire Wycliffe] *[ztq_BL_2000]  	(1.1.1)  	- Tiits nii xnee kyalmbañ
[IBT] *[NEN]  	(1.0)  	- Лука’ падвы Маймбабцо Юн. Марк’ падвы Маймбабцо Юн
[IBT] *[LUTK]  	(1.0)  	- Евангелие (Пер. о. Л. Лутковского)
[IBT] *[Lopukhin]  	(1.1)  	- Толковая Библия Лопухина
[IBT] *[KYROHC]  	(2.0)  	- Кыргыз тилиндеги БИБЛИЯ. Кайра иштелип, экинчи басылышы 2004. Электрондук версия: 2.0
[IBT] *[NGSB]  	(1.0)  	- Комментарии Новой Женевской Библии
[IBT] *[KYROHA]  	(2.0)  	- قىرعىز تىلىندەگى بئبلىيا. قايرا ىشتەلىپ، ەكىنچى باسىلىشى 2004. ەلەكتروندۇك ۋەرسىيا 2.0
[IBT] *[GGZC]  	(1.0.1)  	- Ени Бааланты гагауз дилиндӓ
[IBT] *[KYLSA]  	(2.0)  	- قىرعىزچا ئنجىل. ل‌س ۋەرسىيا 2005. ەلەكتروندۇك ۋەرسىيا 2.0.
[IBT] *[ALT]  	(1.0)  	- Јаҥы Кереес, Алтай тили
[IBT] *[XKS]  	(1.3)  	- Хакас тілінең Наа Молҷағ. Новый Завет на хакасском языке.
[IBT] *[KYLSC]  	(2.1)  	- Кыргызча Инжил. ЛС версия. Электрондук версия: 2.1
[IBT] *[SHR]  	(1.0)  	- Тадар тили: Марк Пасқан Ақ Тилаас, Ыйбан Пасқан Ақ Тилаас
[IBT] *[UZV]  	(1.7.1)  	- Ўзбек тилидаги Муқаддас Китоб (2013), Муқаддас Китоб Таржима қилиш Институти.
[IBT] *[CHE]  	(1.0)  	- Товратах а, Инжилах а лаьтташ долу Делан Йозанаш
[IBT] *[CHK]  	(1.0)  	- Таӈпыӈыԓ Луканэн
[IBT] *[BSK]  	(1.0)  	- Инжилдең (Яңы Ғәһедтең) башҡорт теленә тәржемәһе.
[IBT] *[CRT]  	(1.2)  	- Мукъаддес Китап къырымтатар тилинде
[IBT] *[RSP]  	(3.3)  	- Синодальный перевод (1876)
[IBT] *[KAS]  	(1.0)  	- Русский НЗ (Пер. еп. Кассиана)
[IBT] *[GGZL]  	(1.0.1)  	- Eni Baalantı gagauz dilindä
[IBT] *[ADG]  	(1.0.1)  	- УблапІэ, Апэрэ Самуел, ЯтІонэрэ Самуел, Апэрэ тхылъыр, ЯтІонэрэ тхылъыр, ТхьэлІыкІоу Юныс, Рут, Эстэр
[IBT] *[KAZ]  	(2.0.1)  	- Киелі кітап
[IBT] *[GRG]  	(1.0)  	- ახალი აღთქმა
[IBT] *[TJK]  	(1.2)  	- Хушхабар ба забони тоҷикӣ аз рӯи навиштаҳои Матто, Марқӯс, Луқо ва Юҳанно.
[IBT] *[KBD]  	(1.0)  	- Руфэ, Инус бегъымбар, Лукас
[IBT] *[TKLI]  	(1.0.1)  	- Mukaddes Kitap Terjime Instituty, Injil türkmen dilinde.
[IBT] *[TSK]  	(1.0)  	- цӀаӀхна миз: Сулейман идаагын ивгьойбы
[IBT] *[OSS]  	(1.0.1)  	- Рагон Фӕдзӕхст, Библи тӕлмацгӕнӕг институт Мӕскуы 2006. Нӕ Хицау Йесо Чырыстийы, Библийы тӕлмацы институт Мӕскуы 2004
[IBT] *[TBN]  	(1.1)  	- Новый Завет на табасаранском языке
[IBT] *[CHV]  	(1.1.1)  	- Иисус Христос Хуҫамӑр
[IBT] *[UZIBTL]  	(1.1.3)  	- O‘zbek tilidagi Injil (2008)
[IBT] *[TKL]  	(4.0)  	- Mukaddes Kitap Terjime Instituty, Mukaddes Kitap türkmen dilinde.
[IBT] *[UZIBT]  	(1.1.1)  	- Ўзбек тилидаги Инжил (2008)
[IBT] *[TVN]  	(1.3.1)  	- Тыва дыл
[IBT] *[YKT]  	(1.0)  	- Саалтыыр
[IBT] *[BEZ]  	(1.0)  	- Сулайбан авараглис аᴴкълова
[IBT] *[KRKL]  	(1.0)  	- Qaraqalpaq tilindegi Jan'a Kelisim
[IBT] *[UZVL]  	(1.7.2)  	- O‘zbek tilidagi Muqaddas Kitob (2013), Muqaddas Kitob Tarjima qilish Instituti.
[IBT] *[AVR]  	(1.0.1)  	- Инжил, Библия таржама гьабиялъул институт Москва 2008
[IBT] *[BARC]  	(1.0)  	- Комментарии Баркли к НЗ
[IBT] *[KUM]  	(1.1)  	- Сыйлы Китап. Янгы разилешивню. Къумукъча таржумасы.
[IBT] *[DNG]  	(1.0)  	- Сульманэди Цунмин Хуа
[IBT] *[DRG]  	(1.1)  	- Инжил: Матфейла ГIяхI хабар; Лукала гІяхІ хабар
[IBT] *[TKCI]  	(1.0.1)  	- Мукаддес Китап Терҗиме Институты, Инҗил түркмен дилинде.
[IBT] *[TTR]  	(1.1.1)  	- Инҗил: Татарчага тѳп нѳсхәдән, грек теленнән тәрҗемә ителде.
[IBT] *[BUR]  	(1.0.1)  	- Новый Завет на бурятском языке
[IBT] *[KRK]  	(1.3)  	- Қарақалпақ тилиндеги Жаңа Келисим
[IBT] *[AGL]  	(1.0.1)  	- Лукайин Китаб Месигь Іисайихъас Идже Хабар
[Xiphos] *[BibleArtBW]  	(0.20110525)  	- Woodcuts and sketches by various artists -- commentary form
[Xiphos] *[PorRecebida]  	(1.2)  	- Almeida Recebida
[Xiphos] *[DoreWoodcutsCom]  	(1.071229)  	- Woodcuts by Gustave Dore -- commentary form
[Xiphos] *[PolBibTysia]  	(1.080330)  	- Biblia Tysiaclecia
[Xiphos] *[Augustin]  	(1.20120320)  	- Commentaries, Lectures, and Homilies of St. Augustin (354–430) in Commentary Form
[Xiphos] *[Kretzmann]  	(1.20110405)  	- Kretzmann Popular Commentary
[Xiphos] *[DanDetteBiblen]  	(1.080117)  	- Dette er Biblen
[Xiphos] *[ItaLND]  	(1.101105)  	- La Nuova Diodati
[Xiphos] *[Chrysostom]  	(1.20120306)  	- Homilies of St. John Chrysostom (c. 347-407)
[Xiphos] *[BSV]  	(1.0)  	- The Bond Slave Version Bible
[Xiphos] *[NovaSahidica]  	(1.081031)  	- Nova Sahidica
[Xiphos] *[Luther]  	(1.100322)  	- Luther's Commentary on Selected Bible Passages
[Xiphos] *[Gill]  	(1.4)  	- John Gill's Expositor
[Xiphos] *[TischMorph]  	(2.7-120109)  	- Tischendorf's Greek NT, 8th Ed.
[Xiphos] *[FarFLB]  	(1.0)  	- Tarjumeh-ye Tafsiri
[Xiphos] *[WH2006]  	(1.100318)  	- Westcott-Hort Greek NT
[Xiphos] *[ChiPinyin]  	(1.080413)  	- Pinyin (Romanized Chinese)
[Xiphos] *[SweFB1998]  	(1.090327)  	- Svenska Folkbibeln 1998
[Xiphos] *[PorBiblia]  	(1.090814)  	- Português Biblia
[Xiphos] *[PeshittaVocalized]  	(1.081101)  	- Vocalized Syriac Peshitta
[Xiphos] *[2TGreek]  	(2.7-120109)  	- 2-Testament Greek: LXX OT + Tischendorf8 NT
[Xiphos] *[HebNTFD]  	(1.0)  	- Franz Delitzsch Hebrew New Testament
[eBible.org] *[acrTNT2009eb]  	(5.13)  	- Achi Rabinal NT (traditional orthography)
[eBible.org] *[acuNT2008eb]  	(6.2)  	- Achuar-shiwiar Bible
[eBible.org] *[adz2009eb]  	(3.13)  	- Adzera Genesis
[eBible.org] *[aey1997eb]  	(6.14)  	- Amele Genesis
[eBible.org] *[agd2010eb]  	(3.15)  	- Agarabi NT
[eBible.org] *[agg2001eb]  	(3.15)  	- Angor NT
[eBible.org] *[agm2004eb]  	(3.14)  	- Angaataha NT
[eBible.org] *[agn2004eb]  	(2.35)  	- Agutaynen NT
[eBible.org] *[agr2008eb]  	(2.36)  	- Aguaruna NT
[eBible.org] *[agt1992eb]  	(2.35)  	- Central Cagayan Agta
[eBible.org] *[agu2011eb]  	(2.36)  	- Aguacateco Bible
[eBible.org] *[aii2014eb]  	(2.35)  	- Assyrian Neo-Aramaic NT+Psalms
[eBible.org] *[ake2010eb]  	(3.12)  	- Akawaio NT
[eBible.org] *[abtM1983eb]  	(2.38)  	- Ambulas Maprik NT
[eBible.org] *[abtW1996eb]  	(2.38)  	- Ambulas Wosera NT
[eBible.org] *[abx1996eb]  	(2.38)  	- Inabaknon NT
[eBible.org] *[aai2009eb]  	(3.5)  	- Minaifia NT
[eBible.org] *[aby1988eb]  	(3.23)  	- Aneme Wake NT
[eBible.org] *[acf1999eb]  	(2.38)  	- Saint Lucian Creole French NT
[eBible.org] *[acrACC2009eb]  	(3.2)  	- New Testament in Achi (I 'utz laj tzij re i dios)
[eBible.org] *[acrN2009eb]  	(3.13)  	- Achi Rabinal NT (new orthography)
[eBible.org] *[aak1990eb]  	(3.26)  	- Minaifia NT
[eBible.org] *[aau2006eb]  	(2.38)  	- Abau NT
[eBible.org] *[akh1978eb]  	(2.34)  	- Angal Heneg NT
[eBible.org] *[alp2012eb]  	(2.35)  	- Alune NT
[eBible.org] *[alqALG1998eb]  	(2.35)  	- Algonquin NT
[eBible.org] *[alsSHQ1994eb]  	(2.35)  	- Albanian Bible
[eBible.org] *[ame2008eb]  	(2.33)  	- Yanesha' NT
[eBible.org] *[amf2014eb]  	(2.32)  	- Banna NT
[eBible.org] *[amk2010eb]  	(2.32)  	- Ambai NT
[eBible.org] *[amm2009eb]  	(3.12)  	- Ama NT
[eBible.org] *[amnA2001eb]  	(3.12)  	- Amanab NT
[eBible.org] *[amp2004eb]  	(2.31)  	- Alamblak NT
[eBible.org] *[amrNT2008eb]  	(2.32)  	- Amarakaeri NT
[eBible.org] *[amu1999eb]  	(2.32)  	- Amuzgo, Guerrero NT
[eBible.org] *[anv2010eb]  	(2.31)  	- Denya NT
[eBible.org] *[aojF1998eb]  	(3.11)  	- Filifita NT
[eBible.org] *[aojM1998eb]  	(2.30)  	- Mufian NT
[eBible.org] *[aom1991eb]  	(2.30)  	- Omie NT
[eBible.org] *[aon2003eb]  	(3.11)  	- Arapesh NT
[eBible.org] *[ape1994eb]  	(3.12)  	- Bukiyip NT
[eBible.org] *[apeB2013eb]  	(3.21)  	- Bukiyip NT
[eBible.org] *[apr2013eb]  	(2.31)  	- Arop-Lokep
[eBible.org] *[apw2012eb]  	(2.31)  	- Western Apache NT
[eBible.org] *[apz1988eb]  	(2.30)  	- Ampeeli-Wojokeso NT+Genesis
[eBible.org] *[arbVDeb]  	(2.30)  	- Arabic Van Dyck Bible
[eBible.org] *[arl2008eb]  	(2.31)  	- Arabela NT
[eBible.org] *[arn2011eb]  	(2.31)  	- Mapudungun NT
[eBible.org] *[arp1903eb]  	(2.30)  	- Arapaho Luke
[eBible.org] *[aso1989eb]  	(3.12)  	- Dano NT
[eBible.org] *[ata2009eb]  	(3.12)  	- Ata Bible
[eBible.org] *[atb2009eb]  	(2.31)  	- Zaiwa NT
[eBible.org] *[atd2000eb]  	(2.31)  	- Ata Manobo NT
[eBible.org] *[atg2012eb]  	(2.31)  	- Ivbie North-Okpela-Arhe NT
[eBible.org] *[att1996eb]  	(2.30)  	- Pamplona Atta NT
[eBible.org] *[auc2009eb]  	(2.31)  	- Waorani NT
[eBible.org] *[aui2016eb]  	(8.3)  	- Anuki Bible Portions
[eBible.org] *[auy1984eb]  	(3.12)  	- Awiyaana NT
[eBible.org] *[avt1992eb]  	(5.11)  	- Au NT
[eBible.org] *[awb1997eb]  	(3.12)  	- Awa NT
[eBible.org] *[awx2011eb]  	(2.30)  	- Awara Bible portions
[eBible.org] *[azb2008eb]  	(7.11)  	- Azerbaijani Bible
[eBible.org] *[azg1992eb]  	(2.31)  	- San Pedro Amuzgos NT
[eBible.org] *[azz1975eb]  	(2.31)  	- Highland Puebla Nahuatl NT
[eBible.org] *[bao2010eb]  	(3.21)  	- Waimaha NT
[eBible.org] *[bba2013eb]  	(2.30)  	- Bariba Bible
[eBible.org] *[bbb2006eb]  	(3.20)  	- Barai Bible
[eBible.org] *[bbr1994eb]  	(4.11)  	- Girawa NT
[eBible.org] *[bch2012eb]  	(5.9)  	- Bariai Bible
[eBible.org] *[bco1998eb]  	(2.29)  	- Kaluli NT
[eBible.org] *[bdd1991eb]  	(4.11)  	- Bunama NT
[eBible.org] *[bea1886eb]  	(2.29)  	- Beaver Mark
[eBible.org] *[bef1982eb]  	(2.29)  	- Benabena NT
[eBible.org] *[bgs2004eb]  	(2.29)  	- Tagabawa Bible
[eBible.org] *[bhg2014eb]  	(2.25)  	- Binandere Mark, Luke, and Acts
[eBible.org] *[bhl2008eb]  	(2.30)  	- Bimin NT
[eBible.org] *[big1985eb]  	(2.29)  	- Biangai NT
[eBible.org] *[bjp2012eb]  	(2.29)  	- Tangga NT
[eBible.org] *[bjr2001eb]  	(2.29)  	- Binumarien Bible
[eBible.org] *[bjv2011eb]  	(2.30)  	- Bedjond NT
[eBible.org] *[bkd1986eb]  	(2.29)  	- Binukid NT
[eBible.org] *[blw1982eb]  	(2.29)  	- Balangao NT
[eBible.org] *[bmh2005eb]  	(2.29)  	- Kein NT
[eBible.org] *[bmk2010eb]  	(2.29)  	- Ghayavi Mark
[eBible.org] *[bmr2009eb]  	(2.30)  	- Muinane NT
[eBible.org] *[bmu2002eb]  	(2.29)  	- Somba-Siawari Bible
[eBible.org] *[bnp2011eb]  	(2.29)  	- Bola Bible
[eBible.org] *[boa2008eb]  	(2.30)  	- Bora NT
[eBible.org] *[boj2000eb]  	(2.29)  	- Anjam NT 2000
[eBible.org] *[boj2014eb]  	(6.3)  	- Anjam NT 2014
[eBible.org] *[bon1993eb]  	(2.29)  	- Bine NT
[eBible.org] *[box2012eb]  	(2.30)  	- Buamu NT
[eBible.org] *[bpr1995eb]  	(2.29)  	- Koronadal Blaan NT
[eBible.org] *[bps1998eb]  	(2.29)  	- Sarangani Blaan NT
[eBible.org] *[bqcsim2010eb]  	(2.30)  	- Boko (Benin) Bible
[eBible.org] *[bqp2005eb]  	(2.29)  	- Bisa Bible
[eBible.org] *[breBRG1827eb]  	(2.30)  	- Breton Gospels
[eBible.org] *[bsn2010eb]  	(2.30)  	- Barasana-Eduria NT
[eBible.org] *[bss2011eb]  	(2.30)  	- Akoose NT
[eBible.org] *[buk2000eb]  	(2.29)  	- Bukawa NT
[eBible.org] *[bus2005eb]  	(2.29)  	- Bokobaru Bible
[eBible.org] *[bxhwbt2015eb]  	(6.11)  	- Buhutu Bible
[eBible.org] *[byr1994eb]  	(2.29)  	- Baruya NT+Genesis
[eBible.org] *[byrW2011eb]  	(2.29)  	- Yipma Wagamwa NT
[eBible.org] *[byx1996eb]  	(2.30)  	- Qaqet Bible
[eBible.org] *[bzd2010eb]  	(3.6)  	- Bribri Bible
[eBible.org] *[bzh2003eb]  	(2.29)  	- Buang NT
[eBible.org] *[bzj2012eb]  	(2.29)  	- Belize Kriol English NT
[eBible.org] *[caa2013eb]  	(2.29)  	- Chorti Bible
[eBible.org] *[cab2012eb]  	(2.30)  	- Garifuna NT
[eBible.org] *[caf2002eb]  	(2.30)  	- Southern Carrier NT
[eBible.org] *[cak1993eb]  	(2.30)  	- Kaqchikel Sur de Sacatepequez NT
[eBible.org] *[cak2007eb]  	(2.29)  	- Kaqchikel Chimaltenango NT
[eBible.org] *[cakC2012eb]  	(2.30)  	- Kaqchikel NT
[eBible.org] *[cakE2012eb]  	(2.30)  	- Eastern Kaqchikel NT
[eBible.org] *[cakS2010eb]  	(2.30)  	- Santa Maria de Jesus Kaqchikel NT
[eBible.org] *[cakW2010eb]  	(2.30)  	- Western Solola Kaqchikel NT
[eBible.org] *[cakY2012eb]  	(2.30)  	- Southwestern Yepocapa and Acatenango Kaqchikel NT
[eBible.org] *[cao2010eb]  	(2.30)  	- Chácobo NT
[eBible.org] *[cap2009eb]  	(2.30)  	- Chipaya NT
[eBible.org] *[car2010eb]  	(2.30)  	- Carib NT
[eBible.org] *[cav2012eb]  	(2.30)  	- Cavineña NT
[eBible.org] *[cax2012eb]  	(2.30)  	- Chiquitano NT
[eBible.org] *[cbc2012eb]  	(2.30)  	- Carapana NT
[eBible.org] *[cbi2008eb]  	(2.30)  	- Chachi Bible
[eBible.org] *[cbk1981eb]  	(2.29)  	- Chavacano NT
[eBible.org] *[cbr2011eb]  	(2.30)  	- Cashibo-Cacataibo NT
[eBible.org] *[cbs2008eb]  	(2.30)  	- Kashinawa NT
[eBible.org] *[cbt2011eb]  	(2.30)  	- Chayahuita NT
[eBible.org] *[cbu2010eb]  	(2.30)  	- Candoshi-Shapra NT
[eBible.org] *[cbv2008eb]  	(2.29)  	- Cacua NT
[eBible.org] *[cco2002eb]  	(2.30)  	- Comaltepec Chinantec NT
[eBible.org] *[cesKMS1994eb]  	(2.29)  	- Czech KMS NT
[eBible.org] *[cesNKB1998eb]  	(2.29)  	- Czech NBK NT
[eBible.org] *[cgc2007eb]  	(2.29)  	- Kagayanen NT
[eBible.org] *[cha1908eb]  	(2.29)  	- Chamorro Gospels, Acts, and Psalms
[eBible.org] *[chd1991eb]  	(2.30)  	- Highland Oaxaca Chontal NT
[eBible.org] *[chf1977eb]  	(2.30)  	- Tabasco Chontal NT
[eBible.org] *[chk2011eb]  	(2.29)  	- Chuukese Bible
[eBible.org] *[chq1983eb]  	(2.30)  	- Quiotepec Chinantec NT
[eBible.org] *[chz2003eb]  	(2.30)  	- Ozumacín Chinantec NT
[eBible.org] *[cjo2008eb]  	(2.30)  	- Ashéninka Pajonal NT
[eBible.org] *[cjv1992eb]  	(2.29)  	- Chuave NT
[eBible.org] *[cle2008eb]  	(2.30)  	- Lealao Chinantec NT
[eBible.org] *[clu1990eb]  	(2.29)  	- Caluyanun NT
[eBible.org] *[cme2011eb]  	(2.30)  	- Cerma NT
[eBible.org] *[cmnCUs889eb]  	(2.32)  	- Chinese Union Version (simplified)
[eBible.org] *[cmnCUt1889eb]  	(2.30)  	- Chinese Union Version (traditional)
[eBible.org] *[cni2008eb]  	(2.28)  	- Asháninka NT
[eBible.org] *[cnl2012eb]  	(3.1)  	- New Testament in Chinantec, Lalana (MX:cnl:Chinantec, Lalana)
[eBible.org] *[cnt1994eb]  	(2.28)  	- Tepetotutla Chinantec NT
[eBible.org] *[cof2012eb]  	(2.28)  	- Colorado NT
[eBible.org] *[con2012eb]  	(2.28)  	- Cofán Bible
[eBible.org] *[copBHC1000eb]  	(2.27)  	- Coptic Boharic NT
[eBible.org] *[copC2006eb]  	(2.27)  	- Coptic NT
[eBible.org] *[copSHC2006eb]  	(2.27)  	- Coptic Sahidic NT
[eBible.org] *[cot2008eb]  	(2.28)  	- Caquinte NT
[eBible.org] *[cpa1973eb]  	(2.28)  	- Palantla Chinantec NT
[eBible.org] *[cpb2000eb]  	(2.28)  	- Ucayali-yurúa Ashéninka NT
[eBible.org] *[cpc2000eb]  	(2.28)  	- Ajyíninka Apurucayali NT
[eBible.org] *[cpu2008eb]  	(2.28)  	- Pichis Ashéninka NT
[eBible.org] *[crn2008eb]  	(2.28)  	- El Nayar Presidio De Los Reyes Cora NT
[eBible.org] *[crx2011eb]  	(2.28)  	- Carrier NT
[eBible.org] *[cso1986eb]  	(2.28)  	- Sochiapam Chinantec NT
[eBible.org] *[cta1981eb]  	(2.28)  	- Tataltepec Chatino NT
[eBible.org] *[ctp1992eb]  	(2.28)  	- Western Highland Chatino NT
[eBible.org] *[ctu1976eb]  	(2.27)  	- Chol NT
[eBible.org] *[ctu1977eb]  	(2.28)  	- Chol Tumbala Bible
[eBible.org] *[cub2009eb]  	(2.28)  	- Cubeo NT
[eBible.org] *[cuc1983eb]  	(2.28)  	- Usila Chinantec NT
[eBible.org] *[cui2010eb]  	(2.27)  	- Cuiba NT
[eBible.org] *[cuk2009eb]  	(2.27)  	- San Blas Kuna NT 2009
[eBible.org] *[cuk2014eb]  	(2.27)  	- San Blas Kuna Bible
[eBible.org] *[cut1972eb]  	(2.28)  	- Teutila NT
[eBible.org] *[cux1974eb]  	(2.28)  	- Tepeuxila Cuicatec NT
[eBible.org] *[cwe2014eb]  	(2.27)  	- Kwere NT
[eBible.org] *[cya2013eb]  	(2.27)  	- Nopala Chatino NT
[eBible.org] *[daa2012eb]  	(2.28)  	- Dangaléat NT
[eBible.org] *[dad2011eb]  	(2.27)  	- Marik NT
[eBible.org] *[dah2000eb]  	(2.25)  	- Gwahatike NT
[eBible.org] *[ded2005eb]  	(4.11)  	- Dedua NT+Psalms
[eBible.org] *[deu1912eb]  	(2.25)  	- German Luther Bible 1912
[eBible.org] *[dgc1979eb]  	(2.27)  	- Casiguran Dumagat Agta NT
[eBible.org] *[dgrDOG2009eb]  	(2.28)  	- Dogrib Bible
[eBible.org] *[dgz2004eb]  	(2.27)  	- Daga Bible
[eBible.org] *[dik2006eb]  	(2.28)  	- Southwestern Dinka NT
[eBible.org] *[djk2009eb]  	(2.28)  	- Eastern Maroon Creole NT
[eBible.org] *[dob1985eb]  	(2.27)  	- Dobu NT
[eBible.org] *[dop1999eb]  	(2.27)  	- Lokpa Bible
[eBible.org] *[dwr2011eb]  	(2.28)  	- Dawro NT (Latin script)
